equipment_port_last,equipment_port_next,equipment_type,queue_id,process_time,allocate_rule,parcel_type,sorter_zone,dest_type,inserted_on,modified_on
i9_4,c5_102,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_103,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_104,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_11,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_12,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_13,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_14,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_15,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_16,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_17,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_18,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_19,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_2,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_20,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_21,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_22,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_23,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_24,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_25,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_26,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_27,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_28,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_29,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_3,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_30,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_31,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_32,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_33,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_34,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_35,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_36,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_37,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_38,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_39,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_4,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_40,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_41,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_42,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_43,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_44,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_45,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_46,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_47,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_48,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_49,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_5,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_50,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_51,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_52,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_53,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_54,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_55,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_56,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_57,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_58,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_59,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_6,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_60,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_61,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_62,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_63,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_64,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_65,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_66,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_67,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_68,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_69,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_7,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_70,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_71,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_72,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_73,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_74,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_75,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_76,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_77,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_78,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_79,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_8,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_80,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_81,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_82,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_83,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_84,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_85,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_86,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_87,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_88,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_89,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_9,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_90,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_91,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_92,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_93,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_94,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_95,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_96,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_97,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_98,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c5_99,c,i9_c5,41.66,OD,Small,MS1,,,
i9_4,c7_1,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_10,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_100,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_101,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_102,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_103,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_104,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_11,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_12,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_13,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_14,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_15,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_16,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_17,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_18,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_19,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_2,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_20,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_21,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_22,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_23,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_24,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_25,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_26,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_27,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_28,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_29,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_3,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_30,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_31,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_32,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_33,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_34,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_35,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_36,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_37,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_38,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_39,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_4,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_40,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_41,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_42,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_43,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_44,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_45,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_46,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_47,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_48,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_49,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_5,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_50,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_51,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_52,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_53,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_54,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_55,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_56,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_57,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_58,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_59,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_6,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_60,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_61,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_62,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_63,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_64,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_65,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_66,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_67,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_68,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_69,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_7,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_70,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_71,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_72,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_73,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_74,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_75,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_76,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_77,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_78,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_79,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_8,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_80,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_81,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_82,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_83,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_84,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_85,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_86,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_87,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_88,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_89,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_9,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_90,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_91,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_92,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_93,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_94,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_95,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_96,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_97,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_98,c,i9_c7,83.32,OD,Small,MS1,,,
i9_4,c7_99,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c5_1,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_10,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_100,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_101,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_102,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_103,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_104,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_11,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_12,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_13,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_14,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_15,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_16,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_17,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_18,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_19,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_2,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_20,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_21,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_22,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_23,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_24,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_25,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_26,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_27,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_28,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_29,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_3,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_30,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_31,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_32,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_33,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_34,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_35,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_36,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_37,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_38,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_39,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_4,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_40,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_41,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_42,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_43,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_44,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_45,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_46,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_47,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_48,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_49,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_5,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_50,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_51,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_52,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_53,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_54,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_55,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_56,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_57,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_58,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_59,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_6,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_60,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_61,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_62,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_63,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_64,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_65,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_66,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_67,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_68,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_69,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_7,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_70,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_71,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_72,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_73,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_74,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_75,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_76,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_77,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_78,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_79,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_8,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_80,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_81,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_82,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_83,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_84,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_85,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_86,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_87,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_88,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_89,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_9,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_90,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_91,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_92,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_93,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_94,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_95,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_96,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_97,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_98,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c5_99,c,i9_c5,41.66,OD,Small,MS1,,,
i9_5,c7_1,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_10,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_100,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_101,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_102,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_103,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_104,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_11,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_12,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_13,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_14,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_15,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_16,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_17,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_18,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_19,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_2,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_20,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_21,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_22,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_23,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_24,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_25,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_26,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_27,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_28,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_29,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_3,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_30,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_31,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_32,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_33,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_34,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_35,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_36,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_37,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_38,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_39,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_4,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_40,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_41,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_42,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_43,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_44,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_45,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_46,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_47,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_48,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_49,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_5,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_50,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_51,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_52,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_53,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_54,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_55,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_56,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_57,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_58,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_59,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_6,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_60,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_61,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_62,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_63,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_64,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_65,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_66,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_67,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_68,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_69,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_7,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_70,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_71,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_72,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_73,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_74,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_75,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_76,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_77,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_78,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_79,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_8,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_80,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_81,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_82,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_83,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_84,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_85,c,i9_c7,83.32,OD,Small,MS1,,,
i9_5,c7_86,c,i9_c7,83.32,OD,Small,MS1,,,
